name,price,status,shipping,free_returns,items_sold
"Samsung Galaxy Note20 Ultra 5G Smartphone 128GB Verizon 6.9"" Bronze SM-N986U",59000,Brand New,777,False,
Samsung Galaxy Note 9 N960U 128GB Factory Unlocked Verizon AT&T T-Mobile Blue ,25499,Open Box,0,True,
Samsung Galaxy Note 9 Unlocked SM-N960 128GB Blue Purple Black Good,18989,Pre-Owned,0,True,
Samsung N975 Galaxy Note 10+ Plus 256GB Verizon Smartphone - Very Good,37995,Very Good - Refurbished,0,True,
Samsung Galaxy Note 10 N970U 256GB Factory Unlocked Smartphone - Good,29999,Good - Refurbished,0,True,
Samsung Galaxy Note8 SM-N950U - 64GB - Midnight Black (Unlocked AT&T),5100,Pre-Owned,930,True,
Samsung N960 Galaxy Note 9 128GB Factory Unlocked Smartphone - Very Good,22499,Very Good - Refurbished,0,True,
Mint Other Samsung Galaxy Note 9 N960U GSM Unlocked 128GB Screen Shadow,19995,Pre-Owned,0,True,5
New Samsung Galaxy NOTE 9 N960U 128GB Factory Unlocked T-Mobile AT&T Verizon,28779,Brand New,0,False,
Samsung N960 Galaxy Note 9 128GB Verizon 4G LTE Android Smartphone,19995,Good - Refurbished,0,True,
Unlocked Samsung Galaxy Note20 5G Note 20 SM-N981U 128GB GSM Smartphone GOOD,48999,Good - Refurbished,0,True,
Samsung Galaxy Note 9 Purple Unlocked - Used With Original Box/Accesories,19500,Pre-Owned,1065,False,
Samsung Galaxy Note10 SM-N970U - 256GB - Aura Black (T-Mobile) (Single SIM),30999,Pre-Owned,400,False,
New Listing,90000,Brand New,0,False,
Samsung Galaxy Note9 SM-N960U (512GB) Lavender Purple GSM Unlocked Smartphone,31595,Open Box,0,True,463
"NEW* Samsung Galaxy NOTE 10+ Plus 256GB 512GB (SM-N975U1, Unlocked) All Colors",47999,Open Box,0,True,121
NEW Samsung Galaxy NOTE 8 (SM-N950U Unlocked CDMA + GSM)  Verizon AT&T T-Mobile ,39900,Brand New,0,True,355
Samsung Galaxy Note10 SM-N970F 256GB  Dual Sim Unlocked B good,33999,Excellent - Refurbished,0,True,
